,Termination_Status,predicted,match,Termination_Status,employee_id,location_tier,location_cost,location_reporting,restated_LOB,tenure,age,qc_non_qc,is_people_manager,job_family_group,gender,management_level_category,management_chain_level_employee,Job_level,is_DQC,Stock_Eligible,remote_location,Plan_Category,compensation_usd,competitive_base_pay_market_position,competitive_total_target_cash_market_position,base_pay_compa_ratio,total_target_cash_compa_ratio,Time_in_Job_Profile,bonus_eligible,promotion_count_rolling_2_years,transfer_count_rolling_2_years,change_job_type_count_rolling_2_years,time_since_last_promotion_in_years,time_since_last_transfer_in_years,time_since_last_change_job_type_in_years,Change_in_Individual_management_level,Change_in_job_level,current_vs_average_compensation_job_level,current_vs_average_tenure_job_level,current_vs_average_tenure,%_Abover_or_Below_Average_Compensation_job_level,%_Abover_or_Below_Average_Tenure_job_level,%_Abover_or_Below_Average_Tenure_Company,termination_date
441,No,No,True,No,9435,Tier 2,High-Cost,Sydney,Operations,12.17,47,NON QC,No,Operations,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,64214.22,3,3,0.905,0.905,3.832991,No,0,0,1,3.835616,12.17,1.17,No,No,Higher than average,Higher than average,Higher than average,0.0,0.0,182.42,
442,No,Yes,False,No,18672,Tier 2,High-Cost,Tokyo,Sales & Services,2.58,48,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,No,Yes,No,Comission Plan,96100.0,3,3,1.073,0.939,2.335386,Yes,0,0,0,2.58,2.58,2.17,No,No,Lower than average,Lower than average,Lower than average,-0.5,-21.85,-40.13,
443,No,No,True,No,38842,Tier 1,Low-Cost,Bangalore,Customer Experience,1.92,27,NON QC,No,Services,Male,Individual Contributor/Support,3,IC2,No,No,No,No Bonus Plan,10370.75,1,1,0.795,0.795,1.952087,No,0,0,2,1.92,1.92,1.25,No,No,Lower than average,Lower than average,Lower than average,-18.8,-13.62,-55.44,
444,No,No,True,No,15776,All Others,High-Cost,Remote AMS,Customer Experience,8.5,30,NON QC,No,General & Administration,Female,Individual Contributor/Support,6,IC5,No,Yes,Yes,VCIP Plan,181772.25,3,3,1.041,1.041,1.169062,Yes,1,0,1,1.336986,8.5,1.17,Yes,Yes,Higher than average,Higher than average,Higher than average,3.0,15.44,97.25,
445,No,Yes,False,No,37171,Tier 1,High-Cost,Fort Lauderdale,Finance,2.58,53,NON QC,No,Finance,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,94313.8,3,3,1.046,0.974,2.335386,No,0,0,2,2.58,2.58,0.5,No,No,Higher than average,Lower than average,Lower than average,6.4,-45.96,-40.13,
446,No,No,True,No,37101,Tier 2,Low-Cost,Costa Rica,Customer Experience,2.5,29,NON QC,No,Services,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,29891.04,3,3,0.98,0.98,0.835044,No,1,0,2,0.835616,2.5,0.29,No,No,Lower than average,Lower than average,Lower than average,-20.66,-13.54,-41.98,
447,No,No,True,No,33006,Tier 2,Low-Cost,Nanjing,Engineering,4.58,27,NON QC,No,General & Administration,Female,Individual Contributor/Support,5,SU4,Unknown,Yes,No,No Bonus Plan,13268.51,2,2,0.878,0.878,2.836413,No,0,0,0,2.838356,4.57,4.58,No,No,Higher than average,Higher than average,Higher than average,0.0,0.0,6.28,
448,No,No,True,No,40035,Tier 1,High-Cost,Raleigh,Sales & Services,0.5,22,NON QC,No,Sales,Male,Individual Contributor/Support,4,SU1,No,No,No,Comission Plan,57141.71,2,3,0.869,0.92,0.553045,Yes,0,0,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,28.29,-12.81,-88.4,
449,No,No,True,No,38629,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,2.0,47,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,No,No,No Bonus Plan,95325.0,2,2,0.874,0.813,2.009582,No,0,0,0,2.0,2.0,2.0,No,No,Lower than average,Lower than average,Lower than average,-18.79,-73.03,-53.59,
450,No,Yes,False,No,32936,Tier 1,Low-Cost,Bangalore,Customer Experience,4.5,37,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,16995.46,3,3,0.925,0.925,2.335386,No,0,0,4,4.5,4.5,0.3,No,No,Lower than average,Higher than average,Higher than average,-10.6,65.0,4.43,
451,No,No,True,No,35426,Tier 2,High-Cost,Cambridge,Engineering,3.58,38,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC4,Unknown,Yes,No,No Bonus Plan,65899.18,2,1,0.807,0.682,1.837097,No,1,0,2,1.838356,3.58,0.67,No,No,Lower than average,Lower than average,Lower than average,-40.12,-54.78,-16.92,
452,No,No,True,No,31710,Tier 1,Low-Cost,Bangalore,Engineering,4.5,26,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,25773.38,2,1,0.828,0.789,0.334017,No,2,0,0,0.33,4.5,3.24,No,Yes,Lower than average,Higher than average,Higher than average,-17.68,19.27,4.43,
453,No,Yes,False,No,35335,All Others,High-Cost,Remote AMS,Customer Experience,3.67,40,NON QC,No,Services,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,VCIP Plan,129398.98,3,3,1.034,1.063,2.335386,Yes,1,0,2,1.336986,3.67,1.59,No,No,Lower than average,Lower than average,Lower than average,-8.96,-33.31,-14.83,
454,No,No,True,No,35279,Tier 1,Low-Cost,Bangalore,Engineering,3.5,27,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,21648.59,3,3,0.941,0.941,1.837097,No,1,0,1,1.838356,3.5,0.42,No,No,Higher than average,Higher than average,Lower than average,6.62,61.0,-18.78,
455,No,Yes,False,No,22048,Tier 2,High-Cost,Alpharetta,Customer Experience,6.17,42,NON QC,No,Services,Male,Individual Contributor/Support,5,IC5,No,Yes,No,VCIP Plan,154737.69,3,3,1.049,1.047,5.084188,Yes,0,0,2,2.336986,6.17,0.95,No,No,Higher than average,Lower than average,Higher than average,21.76,-25.86,43.18,
456,No,Yes,False,No,2597,Tier 1,High-Cost,Santa Clara,Sales & Services,3.58,49,NON QC,Yes,Product,Female,Director,6,M6,No,Yes,No,VCIP Plan,306870.88,2,1,0.842,0.73,2.335386,Yes,0,0,2,3.58,3.58,0.05,No,No,Lower than average,Lower than average,Lower than average,-2.33,-34.7,-16.92,
457,No,No,True,No,40220,Tier 1,Low-Cost,Bangalore,Engineering,1.08,34,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,VCIP Plan,38722.86,2,2,0.896,0.876,1.147159,Yes,0,0,1,1.08,1.08,1.05,No,No,Higher than average,Lower than average,Lower than average,23.68,-71.37,-74.94,
458,No,No,True,No,2570,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,18.67,68,NON QC,No,Marketing,Female,Individual Contributor/Support,5,IC4,No,Yes,No,VCIP Plan,126087.65,2,2,0.843,0.843,2.335386,Yes,0,0,1,18.67,18.67,0.05,No,No,Lower than average,Higher than average,Higher than average,-5.61,196.71,333.26,
459,No,No,True,No,16139,Tier 1,Low-Cost,Bangalore,Engineering,8.42,32,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,43915.2,1,2,0.776,0.816,0.334017,Yes,1,0,0,0.33,5.0,8.42,No,Yes,Lower than average,Higher than average,Higher than average,-7.29,69.95,95.4,
460,No,No,True,No,6065,All Others,High-Cost,Remote AMS,Customer Experience,14.58,55,NON QC,No,Product,Male,Individual Contributor/Support,7,IC6,No,Yes,Yes,VCIP Plan,291289.15,3,3,1.047,1.04,0.993839,Yes,0,0,3,14.58,14.58,0.55,No,No,Higher than average,Lower than average,Higher than average,3.74,-5.94,238.35,
461,No,No,True,No,39640,Tier 1,High-Cost,Fort Lauderdale,Engineering,1.5,26,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,107100.0,1,1,0.738,0.657,0.29295,No,0,0,3,1.5,1.5,0.29,No,Yes,Higher than average,Lower than average,Lower than average,0.97,-35.41,-65.19,
462,No,No,True,No,18524,Tier 1,High-Cost,Santa Clara,Engineering,1.92,31,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,150380.0,3,2,0.975,0.89,5.83436,No,0,0,1,1.92,1.92,1.97,No,No,Higher than average,Lower than average,Lower than average,6.33,-55.41,-55.44,
463,No,No,True,No,22522,Tier 1,High-Cost,Fort Lauderdale,Engineering,5.92,37,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,146360.91,3,3,0.915,0.92,2.836413,Yes,0,0,0,5.92,5.92,3.5,No,No,Higher than average,Higher than average,Higher than average,14.22,13.28,37.38,
464,No,No,True,No,23489,Tier 1,Low-Cost,Bangalore,Engineering,5.5,32,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,28353.34,3,2,0.911,0.868,3.334702,No,0,0,0,3.336986,5.5,3.79,No,No,Lower than average,Higher than average,Higher than average,-9.44,45.78,27.63,
465,No,No,True,No,22525,Tier 1,Low-Cost,Bangalore,Legal,5.92,46,NON QC,No,Legal,Male,Individual Contributor/Support,6,IC5,Unknown,Yes,No,VCIP Plan,102239.78,3,3,1.071,1.071,2.335386,Yes,0,0,1,5.92,5.92,1.32,No,No,Higher than average,Higher than average,Higher than average,31.65,41.97,37.38,
466,No,No,True,No,35991,Tier 2,High-Cost,Chalfont,Finance,3.08,43,NON QC,No,General & Administration,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,58340.12,2,2,0.858,0.858,2.335386,No,0,0,0,3.08,3.08,3.08,No,Yes,Higher than average,Lower than average,Lower than average,1.17,-24.88,-28.52,
467,No,No,True,No,40457,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,0.5,23,NON QC,No,Sales,Male,Individual Contributor/Support,4,SU1,No,No,No,Comission Plan,57141.71,2,3,0.869,0.92,0.553045,Yes,0,1,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,16.2,-49.02,-88.4,
468,No,No,True,No,36797,Tier 1,High-Cost,Santa Clara,Engineering,2.42,24,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,126288.34,2,1,0.819,0.747,0.334017,No,1,0,2,0.33,2.42,0.7,No,Yes,Lower than average,Lower than average,Lower than average,-10.71,-43.79,-43.84,
469,No,No,True,No,41250,All Others,High-Cost,All Other APAC,Customer Experience,0.5,46,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC3,No,No,No,No Bonus Plan,119849.15,4,4,1.162,1.162,0.561259,No,0,0,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,69.79,-81.45,-88.4,
470,No,No,True,No,18551,Tier 1,High-Cost,Santa Clara,Product,7.42,34,NON QC,Yes,Product,Female,People Manager,6,M2,Unknown,Yes,No,VCIP Plan,191675.0,3,2,0.965,0.883,1.204654,Yes,1,0,1,1.205479,3.03,2.08,Yes,Yes,Higher than average,Higher than average,Higher than average,0.0,0.0,72.19,
471,No,Yes,False,No,39702,Tier 1,High-Cost,Raleigh,Product,1.42,41,NON QC,Yes,Product,Male,People Manager,7,M3,Unknown,No,No,VCIP Plan,170544.0,2,2,0.889,0.807,1.453798,Yes,0,0,1,1.42,1.42,0.83,No,No,Higher than average,Lower than average,Lower than average,22.82,-25.36,-67.05,
472,No,Yes,False,No,40173,All Others,High-Cost,Remote EMEA,Sales & Services,0.58,44,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,Yes,No,Yes,Comission Plan,179620.43,2,1,0.877,0.731,0.662559,Yes,0,0,2,0.58,0.58,0.66,No,No,Higher than average,Lower than average,Lower than average,6.43,-88.96,-86.54,
473,No,Yes,False,No,39443,All Others,High-Cost,Remote AMS,Engineering,1.5,44,NON QC,No,Engineering,Male,Individual Contributor/Support,6,IC6,Unknown,No,Yes,VCIP Plan,235800.0,1,1,0.709,0.683,1.568788,Yes,0,0,1,1.5,1.5,0.29,No,No,Lower than average,Lower than average,Lower than average,-12.04,-65.85,-65.19,
474,No,No,True,No,10513,Tier 2,High-Cost,Alpharetta,Customer Experience,10.58,50,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,No,Yes,No,VCIP Plan,126336.48,1,1,0.79,0.794,2.001368,Yes,0,0,1,10.58,10.58,2.0,No,No,Higher than average,Higher than average,Higher than average,41.91,124.25,145.52,
475,No,Yes,False,No,39627,All Others,High-Cost,Remote AMS,Marketing,1.5,45,NON QC,Yes,Marketing,Female,People Manager,6,M4,Unknown,No,Yes,VCIP Plan,142761.18,3,3,1.092,1.092,1.511293,Yes,0,0,0,1.5,1.5,1.5,No,No,Lower than average,Lower than average,Lower than average,-27.3,-38.32,-65.19,
476,No,Yes,False,No,19719,Tier 2,High-Cost,Alpharetta,Customer Experience,6.92,64,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,75624.49,3,3,1.051,1.051,0.835044,No,1,0,2,0.835616,6.92,0.38,No,No,Lower than average,Higher than average,Higher than average,-15.05,46.67,60.59,
477,No,No,True,No,38487,Tier 1,High-Cost,Raleigh,Operations,2.08,59,NON QC,No,Business Operations,Male,Individual Contributor/Support,6,IC3,No,Yes,No,VCIP Plan,119323.39,3,3,1.006,1.006,0.334017,Yes,1,0,0,0.33,2.08,2.08,No,Yes,Higher than average,Lower than average,Lower than average,30.2,-21.95,-51.73,
478,No,No,True,No,22564,Tier 1,High-Cost,Raleigh,Engineering,5.92,37,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,153045.42,3,3,0.957,0.962,0.249144,Yes,0,1,1,2.46,0.25,1.32,Yes,Yes,Higher than average,Higher than average,Higher than average,21.73,42.37,37.38,
479,No,No,True,No,41766,All Others,High-Cost,Remote AMS,Sales & Services,0.17,58,NON QC,No,Product,Female,Individual Contributor/Support,6,IC5,No,No,Yes,Comission Plan,275005.5,3,3,0.957,1.075,0.227241,Yes,0,0,0,0.17,0.17,0.17,No,No,Higher than average,Lower than average,Lower than average,9.32,-97.07,-96.05,
480,No,No,True,No,22609,Tier 1,High-Cost,Raleigh,Product,5.83,42,NON QC,Yes,Product,Female,Director,7,M5,Unknown,Yes,No,VCIP Plan,233691.47,3,2,0.908,0.873,3.832991,Yes,0,0,0,3.835616,5.83,2.8,No,No,Higher than average,Higher than average,Higher than average,34.33,11.53,35.29,
481,No,Yes,False,No,40262,All Others,High-Cost,All Other APAC,Sales & Services,1.08,37,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,Yes,No,No,Comission Plan,75768.0,3,3,0.902,0.902,1.127994,Yes,0,0,1,1.08,1.08,1.1,No,No,Lower than average,Lower than average,Lower than average,-32.94,-69.48,-74.94,
482,No,No,True,No,38694,Tier 2,High-Cost,Chalfont,Sales & Services,2.0,45,NON QC,No,Marketing,Female,Individual Contributor/Support,4,IC5,No,No,No,VCIP Plan,125187.63,3,3,0.961,0.961,0.334017,Yes,1,0,0,0.33,2.0,2.0,Yes,Yes,Lower than average,Lower than average,Lower than average,-35.49,-57.45,-53.59,
483,No,No,True,No,16665,Tier 1,Low-Cost,Bangalore,Engineering,8.17,41,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,36869.25,3,3,1.077,1.003,1.790554,No,0,0,0,3.835616,8.17,3.23,No,No,Higher than average,Higher than average,Higher than average,17.76,116.54,89.6,
484,No,Yes,False,No,39750,Tier 2,High-Cost,Dublin,Finance,1.42,52,NON QC,No,Finance,Male,Individual Contributor/Support,4,IC4,Unknown,No,No,No Bonus Plan,91725.68,3,3,0.996,0.922,1.467488,No,0,0,0,1.42,1.42,1.42,No,No,Lower than average,Lower than average,Lower than average,-14.37,-56.31,-67.05,
485,Yes,No,False,Yes,35750,Tier 1,Low-Cost,Bangalore,Sales & Services,3.17,25,NON QC,No,Services,Female,Individual Contributor/Support,2,IC2,No,Yes,No,No Bonus Plan,10533.76,2,1,0.8,0.724,1.336071,No,1,0,3,1.09,3.17,1.51,No,Yes,Lower than average,Higher than average,Lower than average,-13.36,38.9,-26.44,2020-11-02
486,No,No,True,No,37866,Tier 1,High-Cost,Raleigh,Sales & Services,2.25,24,QC,No,Sales,Female,Individual Contributor/Support,4,SU3,No,Yes,No,Comission Plan,80001.6,3,3,0.927,0.924,0.501026,Yes,0,0,3,2.25,2.25,0.5,No,Yes,Lower than average,Higher than average,Lower than average,-9.25,4.53,-47.79,
487,No,No,True,No,32324,Tier 1,High-Cost,Raleigh,Sales & Services,4.75,31,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,Yes,Yes,No,Comission Plan,117260.0,1,2,0.75,0.861,2.587268,Yes,0,0,3,2.589041,2.42,0.01,No,No,Higher than average,Higher than average,Higher than average,15.95,49.27,10.23,
488,No,No,True,No,2952,All Others,High-Cost,All Other EMEA,Sales & Services,17.5,54,NON QC,No,Business Operations,Female,Individual Contributor/Support,4,IC4,No,Yes,No,No Bonus Plan,96337.96,3,2,0.958,0.887,2.335386,No,0,0,0,4.336986,17.5,17.5,No,No,Lower than average,Higher than average,Higher than average,-38.79,274.62,306.11,
489,No,No,True,No,33651,Tier 1,Low-Cost,Bangalore,Operations,4.42,25,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC2,Unknown,Yes,No,No Bonus Plan,15675.51,1,1,0.736,0.682,2.335386,No,0,0,2,4.42,4.42,0.73,No,No,Higher than average,Higher than average,Higher than average,3.02,78.51,2.57,
490,No,No,True,No,31757,Tier 1,Low-Cost,Bangalore,Operations,5.0,31,NON QC,No,Operations,Male,Individual Contributor/Support,5,IC2,Unknown,Yes,No,No Bonus Plan,10172.65,1,1,0.72,0.72,1.50308,No,0,0,1,2.336986,5.0,1.19,No,No,Lower than average,Higher than average,Higher than average,-33.15,101.94,16.03,
491,No,No,True,No,37782,Tier 2,High-Cost,Dublin,Customer Experience,2.33,36,NON QC,No,Services,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,60661.25,3,3,0.954,0.954,2.354551,No,0,0,6,2.33,2.33,0.49,No,No,Lower than average,Lower than average,Lower than average,-10.96,-24.01,-45.93,
492,No,No,True,No,41140,Tier 1,Low-Cost,Bangalore,Engineering,0.58,31,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,33148.5,3,3,1.065,1.015,0.629705,No,0,0,1,0.58,0.58,0.5,No,No,Higher than average,Lower than average,Lower than average,5.88,-84.63,-86.54,
493,No,Yes,False,No,18641,All Others,Low-Cost,All Other APAC,Sales & Services,7.42,39,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,Yes,Yes,No,Comission Plan,81013.74,3,4,0.985,1.149,2.335386,Yes,0,0,1,7.42,7.42,1.83,No,No,Lower than average,Higher than average,Higher than average,-28.3,109.72,72.19,
494,No,Yes,False,No,22902,Tier 2,High-Cost,Alpharetta,Customer Experience,5.67,36,NON QC,No,Services,Male,Individual Contributor/Support,3,IC5,No,Yes,No,VCIP Plan,114737.57,1,1,0.793,0.777,0.835044,Yes,1,0,2,0.835616,5.67,0.83,No,No,Lower than average,Lower than average,Higher than average,-9.72,-31.87,31.58,
495,No,No,True,No,33737,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,4.33,42,NON QC,No,General & Administration,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,107922.49,3,3,1.008,0.959,2.335386,No,0,0,0,4.33,4.33,3.87,No,No,Higher than average,Lower than average,Higher than average,1.43,-7.71,0.48,
496,No,No,True,No,41725,Tier 1,Low-Cost,Bangalore,Customer Experience,0.17,28,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,No,No,No Bonus Plan,20295.0,4,4,1.105,1.105,0.188911,No,0,0,0,0.17,0.17,0.17,No,No,Higher than average,Lower than average,Lower than average,6.75,-93.77,-96.05,
497,No,No,True,No,23507,Tier 1,Low-Cost,Bangalore,Customer Experience,5.5,40,NON QC,No,Services,Male,Individual Contributor/Support,3,IC5,No,Yes,No,VCIP Plan,40970.07,3,3,0.922,0.92,2.836413,Yes,0,0,6,2.838356,5.5,0.07,No,No,Lower than average,Lower than average,Higher than average,-1.37,-7.76,27.63,
498,No,No,True,No,33536,All Others,High-Cost,Remote AMS,Sales & Services,4.42,44,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,Comission Plan,203528.21,3,3,0.973,1.03,1.336071,Yes,1,0,1,1.336986,3.34,1.38,No,Yes,Lower than average,Higher than average,Higher than average,-7.9,17.37,2.57,
499,No,No,True,No,41843,All Others,High-Cost,All Other EMEA,Engineering,0.08,36,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC4,Unknown,No,No,VCIP Plan,72372.96,3,3,1.011,0.982,0.082135,Yes,0,0,0,0.08,0.08,0.08,No,No,Lower than average,Lower than average,Lower than average,-9.79,-97.58,-98.14,
500,No,No,True,No,40270,Tier 1,Low-Cost,Bangalore,Customer Experience,1.08,30,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,No,No,No Bonus Plan,16236.0,2,2,0.884,0.884,1.108829,No,0,0,0,1.08,1.08,1.08,No,No,Lower than average,Lower than average,Lower than average,-14.6,-60.4,-74.94,
501,No,No,True,No,40346,Tier 2,High-Cost,Singapore,Operations,0.92,31,QC,No,Sales,Male,Individual Contributor/Support,5,IC2,Yes,No,No,Comission Plan,62847.54,1,1,0.755,0.755,0.982888,Yes,0,0,0,0.92,0.92,0.92,No,No,Lower than average,Lower than average,Lower than average,-7.0,-22.73,-78.65,
502,No,No,True,No,39791,All Others,High-Cost,Remote EMEA,Engineering,1.33,32,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,No,Yes,VCIP Plan,72646.74,3,3,0.947,0.962,1.377138,Yes,0,0,2,1.33,1.33,0.3,No,No,Lower than average,Lower than average,Lower than average,-15.74,-59.22,-69.14,
503,No,No,True,No,38781,Tier 1,Low-Cost,Bangalore,Customer Experience,1.92,29,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,16531.97,1,1,0.719,0.719,0.334017,No,1,0,3,0.33,1.92,1.41,No,Yes,Higher than average,Lower than average,Lower than average,29.44,-13.62,-55.44,
504,No,No,True,No,16778,Tier 1,Low-Cost,Bangalore,Customer Experience,8.08,44,NON QC,Yes,Services,Male,Director,6,M7,No,Yes,No,VCIP Plan,165305.8,3,3,0.971,0.971,1.059548,Yes,1,0,1,1.25,8.08,1.06,No,Yes,Higher than average,Higher than average,Higher than average,0.0,0.0,87.51,
505,No,No,True,No,32442,Tier 1,High-Cost,Fort Lauderdale,HR,4.75,41,NON QC,No,Human Resources,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,101520.0,3,3,0.943,0.97,1.754962,Yes,0,0,1,2.46,4.75,1.76,No,No,Higher than average,Higher than average,Higher than average,1.97,17.93,10.23,
506,No,No,True,No,20687,All Others,High-Cost,Remote EMEA,Sales & Services,6.5,46,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,Comission Plan,179776.24,5,3,1.246,1.091,2.335386,Yes,0,0,0,6.5,6.5,4.76,No,No,Higher than average,Higher than average,Higher than average,6.52,23.68,50.84,
507,No,Yes,False,No,34213,Tier 2,High-Cost,Alpharetta,Customer Experience,4.08,49,NON QC,No,Services,Male,Individual Contributor/Support,3,IC5,No,Yes,No,VCIP Plan,158605.06,3,3,1.076,1.074,2.335386,Yes,0,0,1,4.08,4.08,1.45,No,No,Higher than average,Lower than average,Lower than average,24.8,-50.97,-5.32,
508,No,No,True,No,36288,Tier 1,High-Cost,Santa Clara,Engineering,1.92,26,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,121721.07,2,1,0.882,0.785,1.971252,No,0,0,4,1.92,1.92,0.7,No,No,Higher than average,Lower than average,Lower than average,6.11,-2.72,-55.44,
509,No,No,True,No,35691,All Others,High-Cost,Remote AMS,Operations,3.42,55,NON QC,No,Business Operations,Male,Individual Contributor/Support,6,IC5,No,Yes,Yes,VCIP Plan,215369.14,4,4,1.188,1.136,2.335386,Yes,0,0,1,3.42,3.42,0.13,No,No,Higher than average,Lower than average,Lower than average,13.73,-48.08,-20.63,
510,No,No,True,No,8389,Tier 2,High-Cost,Singapore,Customer Experience,13.0,44,NON QC,No,Services,Male,Individual Contributor/Support,4,IC4,No,Yes,No,No Bonus Plan,77031.58,3,3,1.032,0.956,1.251197,No,0,0,2,3.835616,13.0,1.25,No,Yes,Lower than average,Higher than average,Higher than average,-26.02,82.46,201.68,
